nom,organisation_nom,plateforme,repertoire_url,description,est_fork,date_creation,derniere_mise_a_jour,page_accueil,nombre_stars,nombre_forks,licence,nombre_issues_ouvertes,langage,topics
trackdechets,MTES-MCT,GitHub,https://github.com/MTES-MCT/trackdechets,Gérer la traçabilité des déchets en toute sécurité,False,2018-11-28T08:55:23Z,2019-06-17T11:51:19Z,https://trackdechets.beta.gouv.fr/,2,1,,0,TypeScript,
portail,MTES-MCT,GitHub,https://github.com/MTES-MCT/portail,,False,2018-11-30T08:28:26Z,2019-06-16T00:01:45Z,https://mtes-mct.github.io/portail/,0,1,GNU Affero General Public License v3.0,2,CSS,
dataqual,MTES-MCT,GitHub,https://github.com/MTES-MCT/dataqual,Qualité des données,False,2018-11-30T16:12:41Z,2018-11-30T16:12:41Z,,0,0,,0,,
kelrisks,MTES-MCT,GitHub,https://github.com/MTES-MCT/kelrisks,,False,2018-12-06T10:13:24Z,2019-05-29T15:11:53Z,,1,0,,0,Java,"hibernate,java,postgis,postresql,spring-boot,swagger"
fluctuat,MTES-MCT,GitHub,https://github.com/MTES-MCT/fluctuat,Faciliter et promouvoir le transport fluvial de marchandise,False,2018-12-06T15:50:59Z,2019-06-13T13:05:36Z,,1,0,GNU Affero General Public License v3.0,0,TypeScript,
action-bidonvilles,MTES-MCT,GitHub,https://github.com/MTES-MCT/action-bidonvilles,Action Bidonvilles,False,2018-12-12T13:28:57Z,2019-06-11T13:45:01Z,http://action-bidonvilles.beta.gouv.fr,0,0,GNU Affero General Public License v3.0,0,JavaScript,
permis-construire,MTES-MCT,GitHub,https://github.com/MTES-MCT/permis-construire,,False,2018-12-13T21:36:44Z,2019-04-15T14:26:16Z,,0,1,MIT License,0,CSS,
camino-portainer,MTES-MCT,GitHub,https://github.com/MTES-MCT/camino-portainer,Instance Portainer de Camino,False,2019-01-05T15:10:29Z,2019-06-19T13:23:05Z,,0,0,,0,,"docker,docker-compose,nginx-proxy,portainer"
action-bidonvilles-api,MTES-MCT,GitHub,https://github.com/MTES-MCT/action-bidonvilles-api,,False,2019-01-08T08:49:02Z,2019-06-12T16:55:22Z,,0,0,,0,JavaScript,
filharmonic-infrastructure,MTES-MCT,GitHub,https://github.com/MTES-MCT/filharmonic-infrastructure,Infrastructure of Fil'Harmonic,False,2019-01-11T15:06:50Z,2019-05-22T12:04:52Z,https://filharmonic.beta.gouv.fr,1,1,,0,Dockerfile,
filharmonic-api,MTES-MCT,GitHub,https://github.com/MTES-MCT/filharmonic-api,API of Fil'Harmonic,False,2019-01-15T11:42:56Z,2019-04-09T07:55:31Z,https://filharmonic.beta.gouv.fr,1,1,GNU Affero General Public License v3.0,0,Go,
camino-scripting,MTES-MCT,GitHub,https://github.com/MTES-MCT/camino-scripting,"Outils divers de Camino, le cadastre minier numérique ouvert",False,2019-01-30T08:23:41Z,2019-06-11T12:40:36Z,,0,2,GNU Affero General Public License v3.0,2,JavaScript,
geo-communes-api,MTES-MCT,GitHub,https://github.com/MTES-MCT/geo-communes-api,Retourne une liste de communes françaises en fonction d'un périmètre géographiques,False,2019-02-08T15:59:18Z,2019-06-19T13:11:50Z,,0,1,GNU Affero General Public License v3.0,1,JavaScript,
ecophyto,MTES-MCT,GitHub,https://github.com/MTES-MCT/ecophyto,Projets de recherche Pesticides,False,2019-02-17T21:09:42Z,2019-03-18T16:51:45Z,https://mtes-mct.github.io/ecophyto/,1,0,,0,JavaScript,"css,html,jquery,semantic-ui"
cobot-api,MTES-MCT,GitHub,https://github.com/MTES-MCT/cobot-api,"Api ""Cobot""",False,2019-03-12T11:21:15Z,2019-04-16T15:22:44Z,,0,0,,0,JavaScript,
cobot-bot,MTES-MCT,GitHub,https://github.com/MTES-MCT/cobot-bot,"Chat bot ""Slack"" + ""Rocket.chat""",False,2019-03-12T11:32:06Z,2019-03-12T11:35:00Z,,0,0,,0,JavaScript,
cobot-admin,MTES-MCT,GitHub,https://github.com/MTES-MCT/cobot-admin,Console d'administration pour les porteurs de projet,False,2019-03-12T11:47:30Z,2019-05-06T08:23:11Z,,0,0,,0,Vue,
filharmonic,MTES-MCT,GitHub,https://github.com/MTES-MCT/filharmonic,"Fil'Harmonic, l'inspection pratique !",False,2019-04-05T13:12:32Z,2019-04-05T15:30:57Z,https://filharmonic.beta.gouv.fr,1,1,,0,,
rieau,MTES-MCT,GitHub,https://github.com/MTES-MCT/rieau,RIEAU (Réception Informations et Echanges pour les Autorisations d’Urbanisme),False,2019-05-06T14:29:19Z,2019-06-17T10:32:25Z,,0,0,GNU Affero General Public License v3.0,0,,
rieau-ui,MTES-MCT,GitHub,https://github.com/MTES-MCT/rieau-ui,Frontend de RIEAU,False,2019-05-06T14:30:44Z,2019-06-17T10:20:20Z,https://mtes-mct.github.io/rieau-ui,1,1,GNU Affero General Public License v3.0,0,JavaScript,
rieau-api,MTES-MCT,GitHub,https://github.com/MTES-MCT/rieau-api,,False,2019-05-06T14:31:13Z,2019-06-17T10:32:27Z,,0,0,GNU Affero General Public License v3.0,0,,
rieau-infra,MTES-MCT,GitHub,https://github.com/MTES-MCT/rieau-infra,Infrastructure de déploiement de RIEAU,False,2019-05-06T14:38:01Z,2019-06-17T10:32:26Z,,0,0,GNU Affero General Public License v3.0,0,,
kelrisks-datascience,MTES-MCT,GitHub,https://github.com/MTES-MCT/kelrisks-datascience,"Redressement des adresses postales Basias, Basol, S3IC et SIS",False,2019-05-23T10:13:59Z,2019-06-13T18:39:01Z,,0,0,GNU General Public License v3.0,0,Jupyter Notebook,
trackdechets-datascience,MTES-MCT,GitHub,https://github.com/MTES-MCT/trackdechets-datascience,Consolider une base de données des entreprises liées au secteur du déchet,False,2019-05-24T06:53:07Z,2019-06-07T18:25:54Z,,0,0,GNU General Public License v3.0,0,Jupyter Notebook,
fluctuat-apidoc,MTES-MCT,GitHub,https://github.com/MTES-MCT/fluctuat-apidoc,Api publique de Fluctu@t,False,2019-05-27T13:37:06Z,2019-06-13T13:12:47Z,,0,0,,0,JavaScript,
